"Zone ID";"Zone Name";"District ID";"District Name";"Site ID";"Site Code";"Site Name";"Site Type";"Latitude";"Longitude"
"C";"Kakamega";11;"Kakamega Central";376;"C11376";"Ikonyero Disp";"Disp";0.28084;34.72538
"C";"Kakamega";11;"Kakamega Central";377;"C11377";"Elwesero Disp";"Disp";0.2652;34.71645
"C";"Kakamega";11;"Kakamega Central";378;"C11378";"Ibinzo Pri";"School";0.25625;34.68779
"C";"Kakamega";11;"Kakamega Central";379;"C11379";"Eshisiru D.O's Office";;0.2812;34.67367
"C";"Kakamega";11;"Kakamega Central";380;"C11380";"Emusanda Disp";"Disp";0.29307;34.64707
"C";"Kakamega";11;"Kakamega Central";381;"C11381";"Emusala Church";"Church";0.32971;34.78043
"C";"Kakamega";11;"Kakamega Central";382;"C11382";"Emukaba Pri";"School";0.34166;34.76309
"C";"Kakamega";11;"Kakamega Central";383;"C11383";"Ematiah Disp";"Disp";0.36153;34.76605
"C";"Kakamega";11;"Kakamega Central";384;"C11384";"Bushiri Church";"Church";0.36504;34.72916
"C";"Kakamega";11;"Kakamega Central";385;"C11385";"Ingotse Pri";"School";0.3555;34.698
"C";"Kakamega";11;"Kakamega Central";386;"C11386";"Shinoyi(Mukangu Mkt)";"Market";0.34535;34.666
"C";"Kakamega";11;"Kakamega Central";387;"C11387";"Shikomari(Nangabo Mkt)";"Market";0.32106;34.64455
"C";"Kakamega";11;"Kakamega Central";388;"C11388";"Eshiongo Disp";"Disp";0.31418;34.69385
"C";"Kakamega";11;"Kakamega Central";389;"C11389";"Esumeiya";;0.31844;34.682
"C";"Kakamega";11;"Kakamega Central";390;"C11390";"Eshikhuyu Disp";"Disp";0.26474;34.65593
"C";"Kakamega";11;"Kakamega Central";391;"C11391";"Isumba Disp";"Disp";0.24222;34.63961
"C";"Kakamega";11;"Kakamega Central";392;"C11392";"Mwiyenga ACK Church";"Church";0.20583;34.6342
"C";"Kakamega";11;"Kakamega Central";393;"C11393";"Buikulima SA Church";"Church";0.19314;34.6135
"C";"Kakamega";11;"Kakamega Central";394;"C11394";"Ekapwonje Pri";"School";0.21665;34.61435
"C";"Kakamega";11;"Kakamega Central";395;"C11395";"Eshanda Church";"Church";0.23147;34.62019
"C";"Kakamega";11;"Kakamega Central";396;"C11396";"Eshirembe Disp";"Disp";0.25437;34.62122
"C";"Kakamega";11;"Kakamega Central";397;"C11397";"Ematsayi Pri";"School";0.2785;34.62142
"C";"Kakamega";11;"Kakamega Central";398;"C11398";"Shiyunzu Pri";"School";0.29079;34.70321
"C";"Kakamega";11;"Kakamega Central";399;"C11399";"Ejinja Friends";"Church";0.28118;34.71179
"C";"Kakamega";11;"Kakamega Central";400;"C11400";"Elukho Pri";"School";0.32288;34.75654
"C";"Kakamega";11;"Kakamega Central";401;"C11401";"Emukoyani";;0.32179;34.74984
"C";"Kakamega";11;"Kakamega Central";402;"C11402";"Emurumba Disp";"Disp";0.30323;34.72617
"C";"Kakamega";11;"Kakamega Central";403;"C11403";"Shikoti Chief's Camp";"Camp";0.31776;34.73584
"C";"Kakamega";11;"Kakamega Central";404;"C11404";"Ebushibo PAG";"Church";0.30625;34.68554
"C";"Kakamega";11;"Kakamega Central";405;"C11405";"Lusumu Pri";"School";0.36506;34.64702
"C";"Kakamega";11;"Kakamega Central";406;"C11406";"Nderema Pri";"School";0.3631;34.62919
"C";"Kakamega";11;"Kakamega Central";407;"C11407";"Busangavia Mkt";"Market";0.36377;34.66127
"C";"Kakamega";11;"Kakamega Central";408;"C11408";"Kisembe Pri";"School";0.40047;34.64291
"C";"Kakamega";11;"Kakamega Central";409;"C11409";"Matoi Disp";"Disp";0.36881;34.71162
"C";"Kakamega";11;"Kakamega Central";410;"C11410";"Budonga Disp";"Disp";0.39812;34.61023
"C";"Kakamega";11;"Kakamega Central";411;"C11411";"Sisokhe Disp";"Disp";0.43303;34.61184
"C";"Kakamega";11;"Kakamega Central";412;"C11412";"Kharanda Disp";"Disp";0.44146;34.63681
"C";"Kakamega";11;"Kakamega Central";413;"C11413";"Buchangu Disp";"Disp";0.44564;34.67083
"C";"Kakamega";11;"Kakamega Central";414;"C11414";"Sivilie Disp";"Disp";0.46955;34.69675
"C";"Kakamega";11;"Kakamega Central";415;"C11415";"Lutaso Disp";"Disp";0.44406;34.71081
"C";"Kakamega";11;"Kakamega Central";416;"C11416";"Chekata Disp";"Disp";0.46721;34.72059
"C";"Kakamega";11;"Kakamega Central";417;"C11417";"Siombe Pri";"School";0.44188;34.68508
"C";"Kakamega";11;"Kakamega Central";418;"C11418";"Navakholo SDH";"Hosp";0.41373;34.68229
"C";"Kakamega";11;"Kakamega Central";419;"C11419";"Namakoye Mkt";"Market";0.42095;34.64723
"C";"Kakamega";11;"Kakamega Central";420;"C11420";"Nambacha Pri";"School";0.39339;34.66729
"C";"Kakamega";12;"Kakamega North";421;"C12421";"Chebwai";"Disp";0.49625;34.83288
"C";"Kakamega";12;"Kakamega North";422;"C12422";"Namagara";"Disp";0.50423;34.87856
"C";"Kakamega";12;"Kakamega North";423;"C12423";"Cheptuli";"Church";0.50517;34.86676
"C";"Kakamega";12;"Kakamega North";424;"C12424";"Makuche";"Church";0.5149;34.79284
"C";"Kakamega";12;"Kakamega North";425;"C12425";"Chugulo";"Disp";0.50131;34.78129
"C";"Kakamega";12;"Kakamega North";426;"C12426";"Matsakha";"Church";0.52555;34.81602
"C";"Kakamega";12;"Kakamega North";427;"C12427";"Shivanga";"Disp";0.53215;34.84648
"C";"Kakamega";12;"Kakamega North";428;"C12428";"Chimoi";"H/C";0.57258;3483079
"C";"Kakamega";12;"Kakamega North";429;"C12429";"Manda";"Disp";0.5719;34.86294
"C";"Kakamega";12;"Kakamega North";430;"C12430";"Tumbeni ";"School";0.4305;34.86858
"C";"Kakamega";12;"Kakamega North";431;"C12431";"Kimanget";"Disp";0.43172;34.91015
"C";"Kakamega";12;"Kakamega North";432;"C12432";"Ikoli";"School";0.39296;34.94145
"C";"Kakamega";12;"Kakamega North";433;"C12433";"Kuvasali";"H/C";0.42101;34.94334
"C";"Kakamega";12;"Kakamega North";434;"C12434";"Chimoroni";"School";0.45461;34.9094
"C";"Kakamega";12;"Kakamega North";435;"C12435";"Shipala";"School";0.47004;34.81436
"C";"Kakamega";12;"Kakamega North";436;"C12436";"Malekha";"Disp";0.44784;34.79565
"C";"Kakamega";12;"Kakamega North";437;"C12437";"Shirugu";"School";0.46216;34.79028
"C";"Kakamega";12;"Kakamega North";438;"C12438";"Chombeli";"H/C";0.45627;34.75185
"C";"Kakamega";12;"Kakamega North";439;"C12439";"Malava";"DH";0.44884;34.854
"C";"Kakamega";12;"Kakamega North";440;"C12440";"Mugai";"Disp";0.43177;34.80751
"C";"Kakamega";12;"Kakamega North";441;"C12441";"Shamberere";"Disp";0.37706;34.84219
"C";"Kakamega";12;"Kakamega North";442;"C12442";"Shihome";"Disp";0.39126;34.79236
"C";"Kakamega";12;"Kakamega North";443;"C12443";"Chevoso";"Disp";0.36584;34.81232
"C";"Kakamega";12;"Kakamega North";444;"C12444";"Mahira";"Church";0.40324;34.80492
"C";"Kakamega";12;"Kakamega North";445;"C12445";"Muting'ong'o";"Disp";0.40486;34.82211
"C";"Kakamega";12;"Kakamega North";446;"C12446";"Ifwetere";"School";0.3488;34.79007
"C";"Kakamega";12;"Kakamega North";447;"C12447";"Shivakala";"Church";0.36788;34.77733
"C";"Kakamega";12;"Kakamega North";448;"C12448";"Burundo";"Church";0.44069;34.75456
"C";"Kakamega";12;"Kakamega North";449;"C12449";"Sawawa";"Market";0.41775;34.75393
"C";"Kakamega";12;"Kakamega North";450;"C12450";"Mukume";"Church";0.38991;34.75287
"C";"Kakamega";12;"Kakamega North";451;"C12451";"Imbiakalo";"Disp";0.41036;34.75269
"C";"Kakamega";13;"Lugari";452;"C13452";"Lumakanda DH";"Hosp";0.6347;34.97607
"C";"Kakamega";13;"Lugari";453;"C13453";"Nys Turbo";"Disp";0.64221;35.04925
"C";"Kakamega";13;"Lugari";454;"C13454";"Mautuma SDH";"Hosp";0.72477;34.98162
"C";"Kakamega";13;"Lugari";455;"C13455";"Mbagara Disp";"Disp";0.72579;35.00849
"C";"Kakamega";13;"Lugari";456;"C13456";"Mukuyu Disp";"Disp";0.73266;34.94977
"C";"Kakamega";13;"Lugari";457;"C13457";"Marakusi Disp";"Disp";0.69831;34.95222
"C";"Kakamega";13;"Lugari";458;"C13458";"Lugari Forest";"Disp";0.66103;34.90762
"C";"Kakamega";13;"Lugari";459;"C13459";"Lunyito Disp";"Disp";0.67356;34.8755
"C";"Kakamega";13;"Lugari";460;"C13460";"Mapengo Disp";"Disp";0.64819;34.85999
"C";"Kakamega";13;"Lugari";461;"C13461";"Mahanga Disp";"Disp";0.63416;34.8521
"C";"Kakamega";13;"Lugari";462;"C13462";"Koromati Disp";"Disp";0.62793;34.88428
"C";"Kakamega";13;"Lugari";463;"C13463";"Chekalini H/C";"H/C";0.6193;34.89858
"C";"Kakamega";13;"Lugari";464;"C13464";"Musembe Disp";"Disp";0.61927;34.93005
"C";"Kakamega";13;"Lugari";465;"C13465";"Turbo Forest";"Disp";0.6356;35.06246
"C";"Kakamega";13;"Lugari";466;"C13466";"Seregeya Disp";"Disp";0.66377;35.10743
"C";"Kakamega";13;"Lugari";467;"C13467";"Likuyani SDH";"Hosp";0.71083;35.10712
"C";"Kakamega";13;"Lugari";468;"C13468";"Sango Disp";"Disp";0.72898;35.07297
"C";"Kakamega";13;"Lugari";469;"C13469";"Lugulu Chiefs Camp";"Chiefs Camp";0.76762;35.07803
"C";"Kakamega";13;"Lugari";470;"C13470";"Soysambu Disp";"Disp";0.77718;35.10485
"C";"Kakamega";13;"Lugari";471;"C13471";"Kongoni H/C";"H/C";0.78308;35.13105
"C";"Kakamega";13;"Lugari";472;"C13472";"Matunda SDH";"Hosp";0.82557;35.11538
"C";"Kakamega";13;"Lugari";473;"C13473";"Mabusi H/C";"H/C";0.83425;35.0805
"C";"Kakamega";13;"Lugari";474;"C13474";"Sinoko Disp";"Disp";0.86797;35.07627
"C";"Kakamega";13;"Lugari";475;"C13475";"Moi's Bridge N.Home";"Maternity Home";0.88089;35.1188
"C";"Kakamega";13;"Lugari";476;"C13476";"Majengo Disp";"Disp";0.64857;35.00085
"C";"Kakamega";13;"Lugari";477;"C13477";"Munyuki Disp";"Disp";0.63492;34.9393
"C";"Kakamega";13;"Lugari";478;"C13478";"Maturu Disp";"Disp";0.60592;34.86652
"C";"Kakamega";13;"Lugari";479;"C13479";"Nzoia Matete";"Disp";0.60391;34.81742
"C";"Kakamega";13;"Lugari";480;"C13480";"Matete H/C";"H/C";0.56511;34.80562
"C";"Kakamega";13;"Lugari";481;"C13481";"Nambilima";"School";0.51813;34.74989
"C";"Kakamega";13;"Lugari";482;"C13482";"Lumani";"Disp";0.48967;34.72386
"C";"Kakamega";13;"Lugari";483;"C13483";"Marukusi";"School";0.5408;34.78721
"C";"Kakamega";13;"Lugari";484;"C13484";"Mbajo";"School";0.61086;34.94933
"C";"Kakamega";13;"Lugari";485;"C13485";"Mahemas";"School";0.67364;34.96615
"C";"Kakamega";13;"Lugari";486;"C13486";"Lwanda Lugari";"School";0.67661;34.97843
"C";"Kakamega";13;"Lugari";487;"C13487";"Ivona East";"School";0.73762;34.99887
"C";"Kakamega";13;"Lugari";488;"C13488";"Lukusi";"School";0.71371;35.0635
"C";"Kakamega";13;"Lugari";489;"C13489";"Nasianda";"School";0.75087;35.11192
"C";"Kakamega";13;"Lugari";490;"C13490";"Lumino";"Disp";0.71044;35.15073
"C";"Kakamega";13;"Lugari";491;"C13491";"Aligula";"School";0.66556;35.14243
"C";"Kakamega";13;"Lugari";492;"C13492";"Moi's Bridge Pri";"School";0.85897;35.09852
"C";"Kakamega";13;"Lugari";493;"C13493";"Binyenya Friends ";"Church";0.808813;35.06635
"C";"Kakamega";13;"Lugari";494;"C13494";"Mwamba Pri";"School";0.62757;35.024
"C";"Kakamega";13;"Lugari";495;"C13495";"St Andrews Orthodox";"Church";0.71887;34.94397
"C";"Kakamega";13;"Lugari";496;"C13496";"St Marys";"Disp";0.70797;35.0091
"C";"Kakamega";14;"Kakamega";497;"C14497";"Mwihila";"Mission Hosp";0.17773;34.61393
"C";"Kakamega";14;"Kakamega";498;"C14498";"Mwitseshe";"Disp";0.18471;34.64361
"C";"Kakamega";14;"Kakamega";499;"C14499";"Ikomero";"Disp";0.15182;34.50088
"C";"Kakamega";14;"Kakamega";500;"C14500";"Emalindi";"H/C";0.13171;34.61713
"C";"Kakamega";14;"Kakamega";501;"C14501";"Mundobelwa";"Disp";0.15724;34.61293
"C";"Kakamega";14;"Kakamega";502;"C14502";"Munyanza";"MNH";0.1838;34.5871
"C";"Kakamega";14;"Kakamega";503;"C14503";"Emulunya";"School";0.14479;34.65527
"C";"Kakamega";14;"Kakamega";504;"C14504";"Munjiti";"School";0.13524;34.67556
"C";"Kakamega";14;"Kakamega";505;"C14505";"Ituti";"Rotary Post";0.24431;34.58141
"C";"Kakamega";14;"Kakamega";506;"C14506";"Eshitari";"School";0.2544;34.60285
"C";"Kakamega";14;"Kakamega";507;"C14507";"Maondo";"School";0.19087;34.44404
"C";"Kakamega";14;"Kakamega";508;"C14508";"Shatsala";"School";0.17491;34.47796
"C";"Kakamega";14;"Kakamega";509;"C14509";"Butere";"DH";0.20864;34.4935
"C";"Kakamega";14;"Kakamega";510;"C14510";"Manyala";"SDH";0.16099;34.45242
"C";"Kakamega";14;"Kakamega";511;"C14511";"Shitsiswi";"H/C";0.26325;34.50429
"C";"Kakamega";14;"Kakamega";512;"C14512";"Shisaba";"Disp";0.23723;34.54687
"C";"Kakamega";14;"Kakamega";513;"C14513";"Shimkoko";"H/C";0.21534;34.56581
"C";"Kakamega";14;"Kakamega";514;"C14514";"Shiraha";"H/C";0.1968;34.57071
"C";"Kakamega";14;"Kakamega";515;"C14515";"Shikunga";"H/C";0.18262;34.53882
"C";"Kakamega";14;"Kakamega";516;"C14516";"Lukohe";"H/C";0.19687;34.59984
"C";"Kakamega";14;"Kakamega";517;"C14517";"Mabole";"H/C";0.18594;34.50627
"C";"Kakamega";14;"Kakamega";518;"C14518";"Masaba";"Disp";0.19358;34.46411
"C";"Kakamega";14;"Kakamega";519;"C14519";"Iranda";"H/C";0.2442;34.59647
"C";"Kakamega";14;"Kakamega";520;"C14520";"Eshibimbi";"H/C";0.2109;34.59632
"C";"Kakamega";14;"Kakamega";521;"C14521";"Imanga";"H/C";0.27533;34.47337
"C";"Kakamega";14;"Kakamega";522;"C14522";"Shibuche";"School";0.26171;34.48226
"C";"Kakamega";14;"Kakamega";523;"C14523";"Ebukhokolo";"School";0.15993;34.4804
"C";"Kakamega";14;"Kakamega";524;"C14524";"Emutsetsa";"Disp";0.16373;34.53021
"C";"Kakamega";14;"Kakamega";525;"C14525";"Namasoli";"H/C";0.14439;34.5289
"C";"Kakamega";14;"Kakamega";526;"C14526";"Muhaka";"Disp";0.12284;34.48392
"C";"Kakamega";14;"Kakamega";527;"C14527";"Walmar";"Med Clinic";0.09897;34.55602
"C";"Kakamega";14;"Kakamega";528;"C14528";"Mundoli";"H/C";0.10941;34.57752
"C";"Kakamega";14;"Kakamega";529;"C14529";"Mulwanda";"Disp";0.14346;34.56704
"C";"Kakamega";14;"Kakamega";530;"C14530";"Khwisero";"H/C";0.16848;34.59602
"C";"Kakamega";14;"Kakamega";531;"C14531";"Elwangale";"H/C";0.15556;34.67379
"C";"Kakamega";14;"Kakamega";532;"C14532";"Eshinutsa";"H/C";0.14706;34.63511
"C";"Kakamega";14;"Kakamega";533;"C14533";"Sonak";"Med Centre";0.17242;34.59256
"C";"Kakamega";15;"Kakamega South";534;"C15534";"Shikokho Friends";"Church";0.1802;34.72015
"C";"Kakamega";15;"Kakamega South";535;"C15535";"Shikondi Pri";"School";0.1876;34.75921
"C";"Kakamega";15;"Kakamega South";536;"C15536";"Ichina Pri ";"School";0.21122;34.70567
"C";"Kakamega";15;"Kakamega South";537;"C15537";"Shihalia Disp";"Disp";0.17724;34.69844
"C";"Kakamega";15;"Kakamega South";538;"C15538";"Shichinji Pri";"School";0.20921;34.68661
"C";"Kakamega";15;"Kakamega South";539;"C15539";"Bushiangala ";"H/C";0.18727;34.68391
"C";"Kakamega";15;"Kakamega South";540;"C15540";"St Pius Musoli";"H/C";0.20518;34.66434
"C";"Kakamega";15;"Kakamega South";541;"C15541";"Mutaho Pri";"School";0.22265;34.67008
"C";"Kakamega";15;"Kakamega South";542;"C15542";"Murudefu Pri";"School";0.18627;34.65159
"C";"Kakamega";15;"Kakamega South";543;"C15543";"Imuchenje Church";"Church";0.21236;34.64397
"C";"Kakamega";15;"Kakamega South";544;"C15544";"Imbale Pri";"School";0.22438;34.63565
"C";"Kakamega";15;"Kakamega South";545;"C15545";"Imulama Disp";"Disp";0.23991;34.67027
"C";"Kakamega";15;"Kakamega South";546;"C15546";"Shimanyiro Friends";"Church";0.25424;34.68836
"C";"Kakamega";15;"Kakamega South";547;"C15547";"Shiseso";"H/C";0.2314;34.7038
"C";"Kakamega";15;"Kakamega South";548;"C15548";"Iguhu DH";"CCC";0.16324;34.74604
"C";"Kakamega";15;"Kakamega South";549;"C15549";"Masyenze Pri";"School";0.1797;34.76703
"C";"Kakamega";15;"Kakamega South";550;"C15550";"Savane Disp";"Disp";0.1718;34.78982
"C";"Kakamega";15;"Kakamega South";551;"C15551";"Naliava Pri";"School";0.15849;34.79206
"C";"Kakamega";15;"Kakamega South";552;"C15552";"Shianjetso Pri";"School";0.15322;34.73212
"C";"Kakamega";15;"Kakamega South";553;"C15553";"Madivini Friends";"Church";0.14293;34.70736
"C";"Kakamega";15;"Kakamega South";554;"C15554";"Kaluni Pri";"School";0.13628;34.69807
"C";"Kakamega";15;"Kakamega South";555;"C15555";"Kilingili H/C";"CCC";0.12419;34.68086
"C";"Kakamega";15;"Kakamega South";556;"C15556";"Lwanaswa Pri";"School";0.13837;34.68436
"C";"Kakamega";15;"Kakamega South";557;"C15557";"Iregi H/C";"H/C";0.15436;34.70259
"C";"Kakamega";15;"Kakamega South";558;"C15558";"Imalaba Disp";"Disp";0.16252;34.68581
"C";"Kakamega";15;"Kakamega South";559;"C15559";"Itulubini Pri";"School";0.16649;34.69729
"C";"Kakamega";15;"Kakamega South";560;"C15560";"Ikhulili Pri";"School";0.16204;34.7153
"C";"Kakamega";15;"Kakamega South";561;"C15561";"Shibwe SDH";"CCC";0.20565;34.72319
"D";"Vihiga";17;"Eumhaya";589;"D17589";"Ebusiekwe Ebukoolo Ack";"Church";0.07111;34.56529
"D";"Vihiga";17;"Eumhaya";590;"D17590";"Ebukanga Isanda Pri";"School";0.10884;34.60453
"D";"Vihiga";17;"Eumhaya";591;"D17591";"Emusire High Sch";"School";0.07935;34.60774
"D";"Vihiga";17;"Eumhaya";592;"D17592";"Essaba C.O.G";"School";0.04414;34.59134
"D";"Vihiga";17;"Eumhaya";593;"D17593";"Ebukhaya Emabuye C.O.G";"Church";0.07474;34.61984
"D";"Vihiga";17;"Eumhaya";594;"D17594";"Emanyinyia Sec";"Church";0.09576;34.61639
"D";"Vihiga";17;"Eumhaya";595;"D17595";"Ematsuli Pri";"School";0.11358;34.63265
"D";"Vihiga";17;"Eumhaya";596;"D17596";"Emurembe Pri";"School";0.11104;34.67414
"D";"Vihiga";17;"Eumhaya";597;"D17597";"Munungu C.O.G";"School";0.11599;34.65952
"D";"Vihiga";17;"Eumhaya";598;"D17598";"Ebunangwe Sec";"School";0.08891;34.65731
"D";"Vihiga";17;"Eumhaya";599;"D17599";"Ebusiloli C.O.G";"Church";0.0743;34.66585
"D";"Vihiga";17;"Eumhaya";600;"D17600";"Ebusiratsi Sec";"School";0.08855;34.63767
"D";"Vihiga";17;"Eumhaya";601;"D17601";"Ematsi Sec";"School";0.00859;34.62067
"D";"Vihiga";17;"Eumhaya";602;"D17602";"Ebuyalu Sec";"School";0.08047;34.57181
"D";"Vihiga";17;"Eumhaya";603;"D17603";"Emmuli Esianduba Ack";"Church";0.03537;34.56776
"D";"Vihiga";17;"Eumhaya";604;"D17604";"Ebwiranyi ACK";"Church";0.01515;34.56011
"D";"Vihiga";17;"Eumhaya";605;"D17605";"Ebulonga Ekayila C.O.G";"Church";0.03077;34.56914
"D";"Vihiga";17;"Eumhaya";606;"D17606";"Ekwanda ACK";"Church";0.02009;34.57222
"D";"Vihiga";17;"Eumhaya";607;"D17607";"Ebulonga Ebusembe Ack";"Church";0.00983;34.58611
"D";"Vihiga";17;"Eumhaya";608;"D17608";"Ebusanda ACK";"Church";0.00249;34.59059
"D";"Vihiga";17;"Eumhaya";609;"D17609";"Coptic Orthodox";"Church";0.01081;34.60541
"D";"Vihiga";17;"Eumhaya";610;"D17610";"Emmuli Ebutuku C.O.G";"Church";0.03378;34.55816
"D";"Vihiga";17;"Eumhaya";611;"D17611";"Mumboha C.O.G";"Church";0.02497;34.58497
"D";"Vihiga";17;"Eumhaya";612;"D17612";"Epang'a COG";"Church";0.03156;34.60047
"D";"Vihiga";17;"Eumhaya";613;"D17613";"Ebulonga Ematioli Skyhigh";"School";0.04554;34.61645
"D";"Vihiga";17;"Eumhaya";614;"D17614";"Irumbi Pri";"School";0.06072;34.62984
"D";"Vihiga";17;"Eumhaya";615;"D17615";"Esongole Sec";"School";0.04835;34.64217
"D";"Vihiga";17;"Eumhaya";616;"D17616";"Ibubbi COG";"Church";0.03581;34.63571
"D";"Vihiga";17;"Eumhaya";617;"D17617";"Hobunaka Sec";"School";0.02115;34.6337
"D";"Vihiga";17;"Eumhaya";618;"D17618";"Kima Mission Hosp";"Hospital";0.02574;34.62392
"D";"Vihiga";17;"Eumhaya";619;"D17619";"Emabwe Pri";"School";0.09481;34.58765
"D";"Vihiga";18;"Vihiga";620;"D18620";"Vihiga D.H";"District Hosp";0.07947;34.72277
"D";"Vihiga";18;"Vihiga";621;"D18621";"Idavaga Pri";"School";0.0817;34.72107
"D";"Vihiga";18;"Vihiga";622;"D18622";"Enanga Pri";"School";0.00527;34.69699
"D";"Vihiga";18;"Vihiga";623;"D18623";"Kigadahi Pri";"School";0.01302;34.67745
"D";"Vihiga";18;"Vihiga";624;"D18624";"Idereri Pri";"School";0.01398;34.69883
"D";"Vihiga";18;"Vihiga";625;"D18625";"Vigetse Pri";"Salvation Church";0.01992;34.69292
"D";"Vihiga";18;"Vihiga";626;"D18626";"Kisienya Pri";"School";0.04393;3466601
"D";"Vihiga";18;"Vihiga";627;"D18627";"Madzu Salvation";"Church";0.03188;34.6736
"D";"Vihiga";18;"Vihiga";628;"D18628";"Chanzeywe Pri";"School";0.02421;34.6664
"D";"Vihiga";18;"Vihiga";629;"D18629";"Kerongo Pri";"School";0.00904;34.64842
"D";"Vihiga";18;"Vihiga";630;"D18630";"Madzugi Pri";"School";0.00965;34.6791
"D";"Vihiga";18;"Vihiga";631;"D18631";"Mbale Rural";"Training Centre";0.08022;34.72207
"D";"Vihiga";18;"Vihiga";632;"D18632";"Chango Friends";"Church";0.0576;34.72692
"D";"Vihiga";18;"Vihiga";633;"D18633";"Navuhi Friends";"Church";0.04954;34.73341
"D";"Vihiga";18;"Vihiga";634;"D18634";"Chanzaruka P.A.G";"Church";0.04368;34.70136
"D";"Vihiga";18;"Vihiga";635;"D18635";"Vihiga Friends";"Church";0.0371;34.71105
"D";"Vihiga";18;"Vihiga";636;"D18636";"Vihiga H/C";"Health Centre";0.03901;34.71471
"D";"Vihiga";18;"Vihiga";637;"D18637";"Vumale Pri";"School";0.07515;34.72767
"D";"Vihiga";18;"Vihiga";638;"D18638";"Iduku Pri";"School";0.07803;34.69242
"D";"Vihiga";18;"Vihiga";639;"D18639";"Busamo Salvation";"Church";0.07906;34.67718
"D";"Vihiga";18;"Vihiga";640;"D18640";"Kereda P.A.G";"Church";0.0529;34.66906
"D";"Vihiga";18;"Vihiga";641;"D18641";"Magui Friends";"Church";0.05561;34.6988
"D";"Vihiga";18;"Vihiga";642;"D18642";"Buhani ACK";"Church";0.01701;3465946
"D";"Vihiga";18;"Vihiga";643;"D18643";"Kivagala Friends";"Church";0.06761;34.75381
"D";"Vihiga";18;"Vihiga";644;"D18644";"Mudete PAG";"Church";0.11321;34.78567
"D";"Vihiga";18;"Vihiga";645;"D18645";"Mabai Friends";"Church";0.09452;34.70119
"D";"Vihiga";18;"Vihiga";646;"D18646";"Munugi Friends";"Church";0.09625;34.71016
"D";"Vihiga";18;"Vihiga";647;"D18647";"Lwunza Friends";"Church";0.11371;34.72847
"D";"Vihiga";18;"Vihiga";648;"D18648";"Walodeya PAG";"Church";0.11109;34.64735
"D";"Vihiga";18;"Vihiga";649;"D18649";"Viyalo Friends";"Church";0.1283;34.7142
"D";"Vihiga";18;"Vihiga";650;"D18650";"Kegondi Friends";"Church";0.12492;34.74971
"D";"Vihiga";18;"Vihiga";651;"D18651";"Kisatiru Friends";"Church";0.12492;34.74971
"D";"Vihiga";18;"Vihiga";652;"D18652";"Mulele PAG";"Church";0.13029;34.75844
"D";"Vihiga";18;"Vihiga";653;"D18653";"Bugina Friends";"Church";0.14027;34.76826
"D";"Vihiga";18;"Vihiga";654;"D18654";"Budagwa Friends";"Church";0.14369;34.78055
"D";"Vihiga";18;"Vihiga";655;"D18655";"Chamakanga Catholic";"Church";0.14716;34.79554
"D";"Vihiga";18;"Vihiga";656;"D18656";"Chavogere Mission";"Church";0.15096;34.81052
"D";"Vihiga";18;"Vihiga";657;"D18657";"Busweta Friends";"Church";0.12222;34.8147
"D";"Vihiga";18;"Vihiga";658;"D18658";"Mudungu Salvation Army";"Church";0.10413;34.79711
"D";"Vihiga";18;"Vihiga";659;"D18659";"Kigama Friends Church";"Church";0.0929;34.76733
"D";"Vihiga";18;"Vihiga";660;"D18660";"Malemba PAG";"Church";0.09929;34.74448
"D";"Vihiga";18;"Vihiga";661;"D18661";"Tsimbalo PAG";"Church";0.0847;34.72758
"D";"Vihiga";18;"Vihiga";662;"D18662";"Sabatia CCC";"Health Facility";0.12086;34.78708
"D";"Vihiga";19;"Hamisi";663;"D19663";"Bumuyange";"Church";0.09876;34.81628
"D";"Vihiga";19;"Hamisi";664;"D19664";"Hamisi Stadium";"Stadium";0.06907;34.71602
"D";"Vihiga";19;"Hamisi";665;"D19665";"Jebrongo Pri";"School";0.07251;34.78964
"D";"Vihiga";19;"Hamisi";666;"D19666";"Buvai Israel";"Church";0.07245;34.76096
"D";"Vihiga";19;"Hamisi";667;"D19667";"Kimogoi Disp";"Facility";0.05252;34.7792
"D";"Vihiga";19;"Hamisi";668;"D19668";"Saride Pri";"School";0.02899;34.77245
"D";"Vihiga";19;"Hamisi";669;"D19669";"Tambua D.O's Office";"Admin's Ofc";0.01689;34.76506
"D";"Vihiga";19;"Hamisi";670;"D19670";"Mwembe Mkt";"Facility";0.03061;34.80331
"D";"Vihiga";19;"Hamisi";671;"D19671";"Kapsotik Pri";"School";0.07223;34.8414
"D";"Vihiga";19;"Hamisi";672;"D19672";"Wawani Catholic";"Church";0.07339;34.83641
"D";"Vihiga";19;"Hamisi";673;"D19673";"Gimariani Pri";"School";0.06861;34.82894
"D";"Vihiga";19;"Hamisi";674;"D19674";"Jiruani PAG";"Church";0.08482;34.83627
"D";"Vihiga";19;"Hamisi";675;"D19675";"Kipchekwen PAG";"Church";0.06929;34.81738
"D";"Vihiga";19;"Hamisi";676;"D19676";"Kaptech Disp";"Facility";0.16463;34.82449
"D";"Vihiga";19;"Hamisi";677;"D19677";"Makuchi Friends";"Church";0.15191;34.85645
"D";"Vihiga";19;"Hamisi";678;"D19678";"Mwiliza PAG";"Church";0.15722;34.91636
